ctgov,cause,time,estimate
NCT00798161,Protocol Violation,41,0.9909
NCT00798161,Protocol Violation,43,0.9909
NCT00798161,Protocol Violation,45,0.9896
NCT00798161,Protocol Violation,46,0.9896
NCT00798161,Protocol Violation,47,0.9883
NCT00798161,Protocol Violation,54,0.9883
NCT00798161,Protocol Violation,55,0.9869
NCT00798161,Protocol Violation,65,0.9869
NCT00798161,Protocol Violation,67,0.9856
NCT00798161,Protocol Violation,77,0.9856
NCT00798161,Protocol Violation,81,0.9842
NCT00798161,Protocol Violation,90,0.9842
NCT00798161,Protocol Violation,92,0.9829
NCT00798161,Protocol Violation,128,0.9829
NCT00798161,Protocol Violation,131,0.9815
NCT00798161,Protocol Violation,190,0.9815
NCT00798161,Voluntary Withdrawal,1,0.9987
NCT00798161,Voluntary Withdrawal,7,0.9987
NCT00798161,Voluntary Withdrawal,8,0.9975
NCT00798161,Voluntary Withdrawal,11,0.9975
NCT00798161,Voluntary Withdrawal,12,0.9962
NCT00798161,Voluntary Withdrawal,14,0.9962
NCT00798161,Voluntary Withdrawal,15,0.9936
NCT00798161,Voluntary Withdrawal,17,0.9936
NCT00798161,Voluntary Withdrawal,18,0.9923
NCT00798161,Voluntary Withdrawal,41,0.991
NCT00798161,Voluntary Withdrawal,45,0.9884
NCT00798161,Voluntary Withdrawal,47,0.9884
NCT00798161,Voluntary Withdrawal,49,0.9857
NCT00798161,Voluntary Withdrawal,55,0.9857
NCT00798161,Voluntary Withdrawal,59,0.9831
NCT00798161,Voluntary Withdrawal,86,0.9817
NCT00798161,Voluntary Withdrawal,90,0.979
NCT00798161,Voluntary Withdrawal,92,0.979
NCT00798161,Voluntary Withdrawal,93,0.9776
NCT00798161,Voluntary Withdrawal,103,0.9776
NCT00798161,Voluntary Withdrawal,107,0.9763
NCT00798161,Voluntary Withdrawal,131,0.9763
NCT00798161,Voluntary Withdrawal,134,0.9749
NCT00798161,Voluntary Withdrawal,143,0.9749
NCT00798161,Voluntary Withdrawal,145,0.9735
NCT00798161,Voluntary Withdrawal,154,0.9735
NCT00798161,Voluntary Withdrawal,160,0.9721
NCT00798161,Voluntary Withdrawal,190,0.9721
NCT00800683,Adverse Event,1,1
NCT00800683,Adverse Event,10,0.9922
NCT00800683,Adverse Event,27,0.9845
NCT00800683,Adverse Event,28,0.9845
NCT00800683,Adverse Event,29,0.9767
NCT00800683,Adverse Event,32,0.9767
NCT00800683,Adverse Event,35,0.9688
NCT00800683,Adverse Event,46,0.9609
NCT00800683,Adverse Event,47,0.9609
NCT00800683,Adverse Event,51,0.953
NCT00800683,Adverse Event,61,0.945
NCT00800683,Adverse Event,67,0.945
NCT00800683,Adverse Event,74,0.937
NCT00800683,Adverse Event,84,0.937
NCT00800683,Adverse Event,103,0.9289
NCT00800683,Adverse Event,107,0.9207
NCT00800683,Adverse Event,135,0.9207
NCT00800683,Adverse Event,159,0.9124
NCT00800683,Adverse Event,191,0.904
NCT00800683,Adverse Event,223,0.904
NCT00800683,Adverse Event,239,0.8871
NCT00800683,Adverse Event,269,0.8871
NCT00800683,Adverse Event,271,0.8697
NCT00800683,Adverse Event,286,0.861
NCT00800683,Adverse Event,293,0.8523
NCT00800683,Adverse Event,333,0.8436
NCT00800683,Adverse Event,395,0.8436
NCT00848081,Adverse Event,4,0.9969
NCT00848081,Adverse Event,9,0.9969
NCT00848081,Adverse Event,12,0.9937
NCT00848081,Adverse Event,15,0.9842
NCT00848081,Adverse Event,24,0.9842
NCT00848081,Adverse Event,28,0.981
NCT00848081,Adverse Event,29,0.9778
NCT00848081,Adverse Event,36,0.9778
NCT00848081,Adverse Event,41,0.9745
NCT00848081,Adverse Event,44,0.9745
NCT00848081,Adverse Event,46,0.9713
NCT00848081,Adverse Event,49,0.9713
NCT00848081,Adverse Event,52,0.968
NCT00848081,Adverse Event,56,0.968
NCT00848081,Adverse Event,57,0.9647
NCT00848081,Adverse Event,71,0.9647
NCT00848081,Adverse Event,72,0.9613
NCT00848081,Adverse Event,116,0.9613
NCT00855582,Adverse Event,1,0.9983
NCT00855582,Adverse Event,12,0.9983
NCT00855582,Adverse Event,14,0.995
NCT00855582,Adverse Event,15,0.995
NCT00855582,Adverse Event,16,0.99
NCT00855582,Adverse Event,18,0.99
NCT00855582,Adverse Event,21,0.9883
NCT00855582,Adverse Event,25,0.9883
NCT00855582,Adverse Event,26,0.9866
NCT00855582,Adverse Event,33,0.9866
NCT00855582,Adverse Event,35,0.9848
NCT00855582,Adverse Event,49,0.9848
NCT00855582,Adverse Event,50,0.9831
NCT00855582,Adverse Event,61,0.9831
NCT00855582,Adverse Event,63,0.9812
NCT00855582,Adverse Event,126,0.9812
NCT00855582,Lack of Efficacy,1,1
NCT00855582,Lack of Efficacy,14,1
NCT00855582,Lack of Efficacy,15,0.9983
NCT00855582,Lack of Efficacy,21,0.9983
NCT00855582,Lack of Efficacy,25,0.9966
NCT00855582,Lack of Efficacy,27,0.9966
NCT00855582,Lack of Efficacy,28,0.9914
NCT00855582,Lack of Efficacy,29,0.988
NCT00855582,Lack of Efficacy,31,0.988
NCT00855582,Lack of Efficacy,32,0.9862
NCT00855582,Lack of Efficacy,38,0.9862
NCT00855582,Lack of Efficacy,39,0.9845
NCT00855582,Lack of Efficacy,52,0.9845
NCT00855582,Lack of Efficacy,55,0.9827
NCT00855582,Lack of Efficacy,56,0.9791
NCT00855582,Lack of Efficacy,126,0.9791
NCT00855582,Other/Miscellaneous,1,1
NCT00855582,Other/Miscellaneous,12,1
NCT00855582,Other/Miscellaneous,13,0.9983
NCT00855582,Other/Miscellaneous,14,0.9933
NCT00855582,Other/Miscellaneous,15,0.9933
NCT00855582,Other/Miscellaneous,17,0.99
NCT00855582,Other/Miscellaneous,27,0.99
NCT00855582,Other/Miscellaneous,28,0.9865
NCT00855582,Other/Miscellaneous,29,0.9848
NCT00855582,Other/Miscellaneous,39,0.9848
NCT00855582,Other/Miscellaneous,41,0.9831
NCT00855582,Other/Miscellaneous,47,0.9831
NCT00855582,Other/Miscellaneous,50,0.9778
NCT00855582,Other/Miscellaneous,58,0.9778
NCT00855582,Other/Miscellaneous,60,0.976
NCT00855582,Other/Miscellaneous,63,0.976
NCT00855582,Other/Miscellaneous,70,0.9742
NCT00855582,Other/Miscellaneous,81,0.9742
NCT00855582,Other/Miscellaneous,82,0.9721
NCT00855582,Other/Miscellaneous,126,0.9721
NCT00855582,Protocol Violation,1,1
NCT00855582,Protocol Violation,13,1
NCT00855582,Protocol Violation,14,0.995
NCT00855582,Protocol Violation,33,0.995
NCT00855582,Protocol Violation,35,0.9897
NCT00855582,Protocol Violation,41,0.9897
NCT00855582,Protocol Violation,42,0.988
NCT00855582,Protocol Violation,44,0.9862
NCT00855582,Protocol Violation,52,0.9862
NCT00855582,Protocol Violation,55,0.9844
NCT00855582,Protocol Violation,56,0.9844
NCT00855582,Protocol Violation,58,0.9808
NCT00855582,Protocol Violation,76,0.9808
NCT00855582,Protocol Violation,77,0.9789
NCT00855582,Protocol Violation,126,0.9789
NCT00855582,Voluntary Withdrawal,1,1
NCT00855582,Voluntary Withdrawal,5,0.9983
NCT00855582,Voluntary Withdrawal,12,0.9967
NCT00855582,Voluntary Withdrawal,13,0.9967
NCT00855582,Voluntary Withdrawal,14,0.9934
NCT00855582,Voluntary Withdrawal,17,0.9934
NCT00855582,Voluntary Withdrawal,18,0.9917
NCT00855582,Voluntary Withdrawal,21,0.99
NCT00855582,Voluntary Withdrawal,25,0.99
NCT00855582,Voluntary Withdrawal,27,0.9866
NCT00855582,Voluntary Withdrawal,28,0.9866
NCT00855582,Voluntary Withdrawal,29,0.9848
NCT00855582,Voluntary Withdrawal,31,0.9831
NCT00855582,Voluntary Withdrawal,32,0.9831
NCT00855582,Voluntary Withdrawal,33,0.9814
NCT00855582,Voluntary Withdrawal,35,0.9814
NCT00855582,Voluntary Withdrawal,38,0.9796
NCT00855582,Voluntary Withdrawal,44,0.9796
NCT00855582,Voluntary Withdrawal,47,0.9779
NCT00855582,Voluntary Withdrawal,50,0.9779
NCT00855582,Voluntary Withdrawal,52,0.9761
NCT00855582,Voluntary Withdrawal,60,0.9761
NCT00855582,Voluntary Withdrawal,61,0.9743
NCT00855582,Voluntary Withdrawal,83,0.9743
NCT00855582,Voluntary Withdrawal,84,0.9719
NCT00855582,Voluntary Withdrawal,126,0.9719
NCT00861757,Adverse Event,8,1
NCT00861757,Adverse Event,11,0.9967
NCT00861757,Adverse Event,12,0.9951
NCT00861757,Adverse Event,15,0.9951
NCT00861757,Adverse Event,16,0.9934
NCT00861757,Adverse Event,18,0.9918
NCT00861757,Adverse Event,22,0.9918
NCT00861757,Adverse Event,25,0.9901
NCT00861757,Adverse Event,27,0.9885
NCT00861757,Adverse Event,28,0.9885
NCT00861757,Adverse Event,29,0.9868
NCT00861757,Adverse Event,31,0.9868
NCT00861757,Adverse Event,34,0.9851
NCT00861757,Adverse Event,36,0.9851
NCT00861757,Adverse Event,40,0.9835
NCT00861757,Adverse Event,52,0.9818
NCT00861757,Adverse Event,55,0.9784
NCT00861757,Adverse Event,57,0.9784
NCT00861757,Adverse Event,58,0.9767
NCT00861757,Adverse Event,60,0.975
NCT00861757,Adverse Event,120,0.975
NCT00861757,Voluntary Withdrawal,8,1
NCT00861757,Voluntary Withdrawal,12,1
NCT00861757,Voluntary Withdrawal,14,0.9984
NCT00861757,Voluntary Withdrawal,15,0.9951
NCT00861757,Voluntary Withdrawal,18,0.9951
NCT00861757,Voluntary Withdrawal,22,0.9918
NCT00861757,Voluntary Withdrawal,27,0.9918
NCT00861757,Voluntary Withdrawal,28,0.9868
NCT00861757,Voluntary Withdrawal,29,0.9851
NCT00861757,Voluntary Withdrawal,55,0.9851
NCT00861757,Voluntary Withdrawal,57,0.9834
NCT00861757,Voluntary Withdrawal,60,0.9834
NCT00861757,Voluntary Withdrawal,61,0.98
NCT00861757,Voluntary Withdrawal,65,0.98
NCT00861757,Voluntary Withdrawal,70,0.9783
NCT00861757,Voluntary Withdrawal,120,0.9783
NCT00915772,Adverse Event,1,1
NCT00915772,Adverse Event,4,0.9982
NCT00915772,Adverse Event,12,0.9982
NCT00915772,Adverse Event,20,0.9929
NCT00915772,Adverse Event,28,0.9911
NCT00915772,Adverse Event,45,0.9911
NCT00915772,Adverse Event,46,0.9893
NCT00915772,Adverse Event,49,0.9893
NCT00915772,Adverse Event,56,0.9821
NCT00915772,Adverse Event,62,0.9821
NCT00915772,Adverse Event,71,0.9784
NCT00915772,Adverse Event,131,0.9766
NCT00915772,Adverse Event,140,0.9674
NCT00915772,Adverse Event,149,0.9674
NCT00915772,Adverse Event,154,0.9656
NCT00915772,Adverse Event,155,0.9637
NCT00915772,Adverse Event,231,0.9637
NCT00915772,Adverse Event,241,0.9559
NCT00915772,Adverse Event,252,0.9559
NCT00915772,Adverse Event,253,0.954
NCT00915772,Adverse Event,258,0.952
NCT00915772,Adverse Event,294,0.9501
NCT00915772,Adverse Event,296,0.9461
NCT00915772,Adverse Event,300,0.9461
NCT00915772,Adverse Event,307,0.9362
NCT00915772,Adverse Event,318,0.9362
NCT00915772,Adverse Event,319,0.9342
NCT00915772,Adverse Event,408,0.9322
NCT00915772,Lack of Efficacy,1,1
NCT00915772,Lack of Efficacy,42,1
NCT00915772,Lack of Efficacy,44,0.9982
NCT00915772,Lack of Efficacy,133,0.9982
NCT00915772,Lack of Efficacy,137,0.9963
NCT00915772,Lack of Efficacy,138,0.9944
NCT00915772,Lack of Efficacy,144,0.9925
NCT00915772,Lack of Efficacy,185,0.9906
NCT00915772,Lack of Efficacy,188,0.9887
NCT00915772,Lack of Efficacy,197,0.9867
NCT00915772,Lack of Efficacy,209,0.9867
NCT00915772,Lack of Efficacy,216,0.9848
NCT00915772,Lack of Efficacy,217,0.9828
NCT00915772,Lack of Efficacy,229,0.9809
NCT00915772,Lack of Efficacy,231,0.9789
NCT00915772,Lack of Efficacy,237,0.9789
NCT00915772,Lack of Efficacy,240,0.973
NCT00915772,Lack of Efficacy,290,0.967
NCT00915772,Lack of Efficacy,291,0.965
NCT00915772,Lack of Efficacy,294,0.963
NCT00915772,Lack of Efficacy,300,0.961
NCT00915772,Lack of Efficacy,306,0.961
NCT00915772,Lack of Efficacy,308,0.9569
NCT00915772,Lack of Efficacy,313,0.9508
NCT00915772,Lack of Efficacy,318,0.9488
NCT00915772,Lack of Efficacy,369,0.9488
NCT00915772,Lack of Efficacy,370,0.9466
NCT00915772,Lack of Efficacy,408,0.9466
NCT00915772,Other/Miscellaneous,1,1
NCT00915772,Other/Miscellaneous,4,1
NCT00915772,Other/Miscellaneous,12,0.9982
NCT00915772,Other/Miscellaneous,13,0.9965
NCT00915772,Other/Miscellaneous,18,0.9965
NCT00915772,Other/Miscellaneous,20,0.9947
NCT00915772,Other/Miscellaneous,44,0.9947
NCT00915772,Other/Miscellaneous,45,0.9929
NCT00915772,Other/Miscellaneous,46,0.9929
NCT00915772,Other/Miscellaneous,47,0.9911
NCT00915772,Other/Miscellaneous,56,0.9911
NCT00915772,Other/Miscellaneous,62,0.9892
NCT00915772,Other/Miscellaneous,118,0.9892
NCT00915772,Other/Miscellaneous,125,0.98740000000000006
NCT00915772,Other/Miscellaneous,131,0.98740000000000006
NCT00915772,Other/Miscellaneous,132,0.9855
NCT00915772,Other/Miscellaneous,138,0.9855
NCT00915772,Other/Miscellaneous,140,0.9818
NCT00915772,Other/Miscellaneous,172,0.9818
NCT00915772,Other/Miscellaneous,175,0.9799
NCT00915772,Other/Miscellaneous,197,0.9799
NCT00915772,Other/Miscellaneous,209,0.976
NCT00915772,Other/Miscellaneous,216,0.9722
NCT00915772,Other/Miscellaneous,319,0.9722
NCT00915772,Other/Miscellaneous,324,0.968
NCT00915772,Other/Miscellaneous,342,0.968
NCT00915772,Other/Miscellaneous,355,0.9659
NCT00915772,Other/Miscellaneous,408,0.9659
NCT00915772,Voluntary Withdrawal,1,0.9982
NCT00915772,Voluntary Withdrawal,12,0.9982
NCT00915772,Voluntary Withdrawal,13,0.9947
NCT00915772,Voluntary Withdrawal,14,0.9929
NCT00915772,Voluntary Withdrawal,28,0.9929
NCT00915772,Voluntary Withdrawal,47,0.9911
NCT00915772,Voluntary Withdrawal,49,0.9893
NCT00915772,Voluntary Withdrawal,52,0.9893
NCT00915772,Voluntary Withdrawal,53,0.9875
NCT00915772,Voluntary Withdrawal,131,0.9875
NCT00915772,Voluntary Withdrawal,132,0.9856
NCT00915772,Voluntary Withdrawal,144,0.9856
NCT00915772,Voluntary Withdrawal,149,0.9838
NCT00915772,Voluntary Withdrawal,155,0.9838
NCT00915772,Voluntary Withdrawal,163,0.98
NCT00915772,Voluntary Withdrawal,209,0.98
NCT00915772,Voluntary Withdrawal,217,0.978
NCT00915772,Voluntary Withdrawal,218,0.9761
NCT00915772,Voluntary Withdrawal,228,0.9761
NCT00915772,Voluntary Withdrawal,229,0.9741
NCT00915772,Voluntary Withdrawal,285,0.9741
NCT00915772,Voluntary Withdrawal,290,0.9721
NCT00915772,Voluntary Withdrawal,296,0.9721
NCT00915772,Voluntary Withdrawal,300,0.9701
NCT00915772,Voluntary Withdrawal,370,0.9701
NCT00915772,Voluntary Withdrawal,371,0.9679
NCT00915772,Voluntary Withdrawal,408,0.9679
NCT00926289,Adverse Event,1,1
NCT00926289,Adverse Event,2,1
NCT00926289,Adverse Event,3,0.9989
NCT00926289,Adverse Event,5,0.9989
NCT00926289,Adverse Event,7,0.9921
NCT00926289,Adverse Event,8,0.9921
NCT00926289,Adverse Event,9,0.9887
NCT00926289,Adverse Event,13,0.9864
NCT00926289,Adverse Event,16,0.9864
NCT00926289,Adverse Event,20,0.9841
NCT00926289,Adverse Event,21,0.9841
NCT00926289,Adverse Event,22,0.9818
NCT00926289,Adverse Event,28,0.9818
NCT00926289,Adverse Event,30,0.9806
NCT00926289,Adverse Event,33,0.9806
NCT00926289,Adverse Event,34,0.9783
NCT00926289,Adverse Event,39,0.9783
NCT00926289,Adverse Event,41,0.9771
NCT00926289,Adverse Event,63,0.9771
NCT00926289,Protocol Violation,1,0.9989
NCT00926289,Protocol Violation,2,0.9977
NCT00926289,Protocol Violation,5,0.9977
NCT00926289,Protocol Violation,6,0.9966
NCT00926289,Protocol Violation,7,0.9966
NCT00926289,Protocol Violation,8,0.9955
NCT00926289,Protocol Violation,13,0.9955
NCT00926289,Protocol Violation,15,0.9943
NCT00926289,Protocol Violation,16,0.9909
NCT00926289,Protocol Violation,20,0.98740000000000006
NCT00926289,Protocol Violation,23,0.98740000000000006
NCT00926289,Protocol Violation,24,0.9863
NCT00926289,Protocol Violation,28,0.9839
NCT00926289,Protocol Violation,30,0.9839
NCT00926289,Protocol Violation,31,0.9816
NCT00926289,Protocol Violation,33,0.9793
NCT00926289,Protocol Violation,35,0.9793
NCT00926289,Protocol Violation,36,0.9769
NCT00926289,Protocol Violation,63,0.9769
NCT00954447,Adverse Event,1,1
NCT00954447,Adverse Event,13,0.9984
NCT00954447,Adverse Event,22,0.996
NCT00954447,Adverse Event,28,0.996
NCT00954447,Adverse Event,35,0.9936
NCT00954447,Adverse Event,42,0.9936
NCT00954447,Adverse Event,49,0.9912
NCT00954447,Adverse Event,52,0.9912
NCT00954447,Adverse Event,54,0.9895
NCT00954447,Adverse Event,90,0.9879
NCT00954447,Adverse Event,101,0.9846
NCT00954447,Adverse Event,112,0.983
NCT00954447,Adverse Event,138,0.983
NCT00954447,Adverse Event,165,0.9813
NCT00954447,Adverse Event,168,0.9796
NCT00954447,Adverse Event,187,0.9788
NCT00954447,Adverse Event,189,0.9779
NCT00954447,Adverse Event,215,0.9779
NCT00954447,Adverse Event,232,0.972
NCT00954447,Adverse Event,242,0.9703
NCT00954447,Adverse Event,281,0.9703
NCT00954447,Adverse Event,287,0.9685
NCT00954447,Adverse Event,299,0.9685
NCT00954447,Adverse Event,309,0.9659
NCT00954447,Adverse Event,322,0.9642
NCT00954447,Adverse Event,360,0.9633
NCT00954447,Adverse Event,363,0.9606
NCT00954447,Adverse Event,711,0.9606
NCT00954447,Lack of Efficacy,1,1
NCT00954447,Lack of Efficacy,9,1
NCT00954447,Lack of Efficacy,13,0.9992
NCT00954447,Lack of Efficacy,33,0.9992
NCT00954447,Lack of Efficacy,34,0.9984
NCT00954447,Lack of Efficacy,41,0.9984
NCT00954447,Lack of Efficacy,45,0.9968
NCT00954447,Lack of Efficacy,123,0.9959
NCT00954447,Lack of Efficacy,125,0.9951
NCT00954447,Lack of Efficacy,151,0.9951
NCT00954447,Lack of Efficacy,156,0.9943
NCT00954447,Lack of Efficacy,167,0.9943
NCT00954447,Lack of Efficacy,168,0.9934
NCT00954447,Lack of Efficacy,229,0.9934
NCT00954447,Lack of Efficacy,230,0.9925
NCT00954447,Lack of Efficacy,240,0.9925
NCT00954447,Lack of Efficacy,244,0.9908
NCT00954447,Lack of Efficacy,251,0.9899
NCT00954447,Lack of Efficacy,295,0.9899
NCT00954447,Lack of Efficacy,301,0.989
NCT00954447,Lack of Efficacy,302,0.9882
NCT00954447,Lack of Efficacy,361,0.9882
NCT00954447,Lack of Efficacy,362,0.9872
NCT00954447,Lack of Efficacy,363,0.9872
NCT00954447,Lack of Efficacy,365,0.9849
NCT00954447,Lack of Efficacy,369,0.9849
NCT00954447,Lack of Efficacy,370,0.9837
NCT00954447,Lack of Efficacy,711,0.9837
NCT00954447,Lost to Follow-up,1,0.9984
NCT00954447,Lost to Follow-up,41,0.9976
NCT00954447,Lost to Follow-up,42,0.9968
NCT00954447,Lost to Follow-up,51,0.9968
NCT00954447,Lost to Follow-up,53,0.996
NCT00954447,Lost to Follow-up,54,0.9943
NCT00954447,Lost to Follow-up,83,0.9943
NCT00954447,Lost to Follow-up,84,0.9927
NCT00954447,Lost to Follow-up,98,0.9919
NCT00954447,Lost to Follow-up,99,0.991
NCT00954447,Lost to Follow-up,148,0.9902
NCT00954447,Lost to Follow-up,151,0.9894
NCT00954447,Lost to Follow-up,158,0.9894
NCT00954447,Lost to Follow-up,160,0.9885
NCT00954447,Lost to Follow-up,174,0.9885
NCT00954447,Lost to Follow-up,175,0.9877
NCT00954447,Lost to Follow-up,178,0.9877
NCT00954447,Lost to Follow-up,179,0.9868
NCT00954447,Lost to Follow-up,258,0.9868
NCT00954447,Lost to Follow-up,259,0.9859
NCT00954447,Lost to Follow-up,289,0.9859
NCT00954447,Lost to Follow-up,293,0.9851
NCT00954447,Lost to Follow-up,348,0.9851
NCT00954447,Lost to Follow-up,349,0.9842
NCT00954447,Lost to Follow-up,361,0.9842
NCT00954447,Lost to Follow-up,362,0.9832
NCT00954447,Lost to Follow-up,711,0.9832
NCT00954447,Other/Miscellaneous,1,1
NCT00954447,Other/Miscellaneous,35,1
NCT00954447,Other/Miscellaneous,52,0.9976
NCT00954447,Other/Miscellaneous,53,0.9959
NCT00954447,Other/Miscellaneous,71,0.9959
NCT00954447,Other/Miscellaneous,97,0.9934
NCT00954447,Other/Miscellaneous,117,0.9934
NCT00954447,Other/Miscellaneous,123,0.9909
NCT00954447,Other/Miscellaneous,151,0.9901
NCT00954447,Other/Miscellaneous,158,0.9884
NCT00954447,Other/Miscellaneous,167,0.9884
NCT00954447,Other/Miscellaneous,168,0.9859
NCT00954447,Other/Miscellaneous,169,0.985
NCT00954447,Other/Miscellaneous,178,0.9842
NCT00954447,Other/Miscellaneous,184,0.9816
NCT00954447,Other/Miscellaneous,225,0.9816
NCT00954447,Other/Miscellaneous,228,0.9808
NCT00954447,Other/Miscellaneous,251,0.9808
NCT00954447,Other/Miscellaneous,258,0.9799
NCT00954447,Other/Miscellaneous,259,0.9791
NCT00954447,Other/Miscellaneous,329,0.9773
NCT00954447,Other/Miscellaneous,356,0.9747
NCT00954447,Other/Miscellaneous,357,0.9738
NCT00954447,Other/Miscellaneous,361,0.9738
NCT00954447,Other/Miscellaneous,363,0.9719
NCT00954447,Other/Miscellaneous,367,0.9719
NCT00954447,Other/Miscellaneous,368,0.9707
NCT00954447,Other/Miscellaneous,711,0.9707
NCT00954447,Voluntary Withdrawal,1,1
NCT00954447,Voluntary Withdrawal,20,1
NCT00954447,Voluntary Withdrawal,71,0.9919
NCT00954447,Voluntary Withdrawal,112,0.9911
NCT00954447,Voluntary Withdrawal,117,0.9894
NCT00954447,Voluntary Withdrawal,127,0.9886
NCT00954447,Voluntary Withdrawal,129,0.9869
NCT00954447,Voluntary Withdrawal,160,0.986
NCT00954447,Voluntary Withdrawal,169,0.9852
NCT00954447,Voluntary Withdrawal,173,0.9835
NCT00954447,Voluntary Withdrawal,181,0.9835
NCT00954447,Voluntary Withdrawal,187,0.9818
NCT00954447,Voluntary Withdrawal,223,0.981
NCT00954447,Voluntary Withdrawal,224,0.9793
NCT00954447,Voluntary Withdrawal,242,0.9793
NCT00954447,Voluntary Withdrawal,244,0.9784
NCT00954447,Voluntary Withdrawal,284,0.9784
NCT00954447,Voluntary Withdrawal,289,0.9758
NCT00954447,Voluntary Withdrawal,299,0.9758
NCT00954447,Voluntary Withdrawal,301,0.9749
NCT00954447,Voluntary Withdrawal,349,0.9749
NCT00954447,Voluntary Withdrawal,350,0.974
NCT00954447,Voluntary Withdrawal,362,0.974
NCT00954447,Voluntary Withdrawal,363,0.9702
NCT00954447,Voluntary Withdrawal,365,0.9657
NCT00954447,Voluntary Withdrawal,711,0.9657
NCT00970632,Protocol Violation,2,1
NCT00970632,Protocol Violation,22,1
NCT00970632,Protocol Violation,23,0.998
NCT00970632,Protocol Violation,26,0.998
NCT00970632,Protocol Violation,28,0.992
NCT00970632,Protocol Violation,29,0.988
NCT00970632,Protocol Violation,33,0.988
NCT00970632,Protocol Violation,35,0.986
NCT00970632,Protocol Violation,45,0.986
NCT00970632,Protocol Violation,51,0.984
NCT00970632,Protocol Violation,56,0.9799
NCT00970632,Protocol Violation,57,0.9778
NCT00970632,Protocol Violation,58,0.9738
NCT00970632,Protocol Violation,60,0.9697
NCT00970632,Protocol Violation,63,0.9697
NCT00970632,Protocol Violation,65,0.9676
NCT00970632,Protocol Violation,68,0.9656
NCT00970632,Protocol Violation,70,0.9635
NCT00970632,Protocol Violation,80,0.9635
NCT00970632,Protocol Violation,81,0.9612
NCT00970632,Protocol Violation,82,0.9612
NCT00970632,Protocol Violation,83,0.9588
NCT00970632,Protocol Violation,84,0.9562
NCT00970632,Protocol Violation,145,0.9562
NCT00970632,Voluntary Withdrawal,2,1
NCT00970632,Voluntary Withdrawal,6,0.998
NCT00970632,Voluntary Withdrawal,8,0.998
NCT00970632,Voluntary Withdrawal,11,0.9961
NCT00970632,Voluntary Withdrawal,14,0.9961
NCT00970632,Voluntary Withdrawal,22,0.9921
NCT00970632,Voluntary Withdrawal,26,0.9921
NCT00970632,Voluntary Withdrawal,28,0.9901
NCT00970632,Voluntary Withdrawal,29,0.9901
NCT00970632,Voluntary Withdrawal,30,0.9881
NCT00970632,Voluntary Withdrawal,32,0.9881
NCT00970632,Voluntary Withdrawal,33,0.9861
NCT00970632,Voluntary Withdrawal,35,0.9861
NCT00970632,Voluntary Withdrawal,37,0.9841
NCT00970632,Voluntary Withdrawal,40,0.9821
NCT00970632,Voluntary Withdrawal,51,0.9821
NCT00970632,Voluntary Withdrawal,56,0.978
NCT00970632,Voluntary Withdrawal,68,0.978
NCT00970632,Voluntary Withdrawal,70,0.9759
NCT00970632,Voluntary Withdrawal,76,0.9759
NCT00970632,Voluntary Withdrawal,77,0.9738
NCT00970632,Voluntary Withdrawal,81,0.9738
NCT00970632,Voluntary Withdrawal,83,0.969
NCT00970632,Voluntary Withdrawal,84,0.9663
NCT00970632,Voluntary Withdrawal,145,0.9663
NCT00975195,Adverse Event,1,1
NCT00975195,Adverse Event,14,0.9955
NCT00975195,Adverse Event,24,0.9943
NCT00975195,Adverse Event,25,0.9923
NCT00975195,Adverse Event,35,0.9919
NCT00975195,Adverse Event,53,0.9849
NCT00975195,Adverse Event,78,0.9816
NCT00975195,Adverse Event,82,0.9799
NCT00975195,Adverse Event,87,0.9745
NCT00975195,Adverse Event,95,0.9703
NCT00975195,Adverse Event,102,0.9699
NCT00975195,Adverse Event,122,0.9644
NCT00975195,Adverse Event,134,0.958
NCT00975195,Adverse Event,161,0.952
NCT00975195,Adverse Event,170,0.9473
NCT00975195,Adverse Event,180,0.9464
NCT00975195,Adverse Event,194,0.9417
NCT00975195,Adverse Event,203,0.9408
NCT00975195,Adverse Event,210,0.9377
NCT00975195,Adverse Event,223,0.9373
NCT00975195,Adverse Event,255,0.9329
NCT00975195,Adverse Event,263,0.9303
NCT00975195,Adverse Event,273,0.9303
NCT00975195,Adverse Event,279,0.9272
NCT00975195,Adverse Event,288,0.9272
NCT00975195,Adverse Event,332,0.9143
NCT00975195,Adverse Event,358,0.9112
NCT00975195,Adverse Event,487,0.9112
NCT00975195,Lack of Efficacy,1,1
NCT00975195,Lack of Efficacy,14,1
NCT00975195,Lack of Efficacy,16,0.9992
NCT00975195,Lack of Efficacy,40,0.9992
NCT00975195,Lack of Efficacy,41,0.9988
NCT00975195,Lack of Efficacy,74,0.9988
NCT00975195,Lack of Efficacy,75,0.9984
NCT00975195,Lack of Efficacy,81,0.9984
NCT00975195,Lack of Efficacy,82,0.9979
NCT00975195,Lack of Efficacy,87,0.9979
NCT00975195,Lack of Efficacy,89,0.9971
NCT00975195,Lack of Efficacy,94,0.9971
NCT00975195,Lack of Efficacy,95,0.9966
NCT00975195,Lack of Efficacy,124,0.9966
NCT00975195,Lack of Efficacy,125,0.9962
NCT00975195,Lack of Efficacy,180,0.9962
NCT00975195,Lack of Efficacy,181,0.9957
NCT00975195,Lack of Efficacy,219,0.9957
NCT00975195,Lack of Efficacy,222,0.9953
NCT00975195,Lack of Efficacy,265,0.9953
